id,status,event_id,frequency,amplitude,phase,current_offset,v_start,v_end,temperature,added_at,cell_id_id
756,aliquam non mauris morbi non,nibh fusce lacus purus aliquet,83354663.68,19.85,316.18,20.3,73.27,46.65,4943.8,2024-06-09T06:08:37Z,756
757,cum sociis natoque penatibus,consequat dui nec nisi,59496112.29,56.26,171.46,2.21,34.25,99.3,-192.13,2025-01-14T02:34:44Z,757
758,sit amet lobortis sapien sapien,nisi at nibh in,47843859.84,40.88,25.31,95.58,98.03,6.36,4414.19,2024-11-19T22:25:32Z,758
759,id consequat in,quam nec dui,15331993.71,5.49,224.35,81.3,38.33,86.78,855.97,2024-03-24T15:24:12Z,759
760,ac nulla sed vel,vestibulum sit amet cursus,52321257.75,13.02,18.86,49.16,9.75,14.32,5361.11,2025-01-19T14:09:26Z,760
761,leo odio condimentum id luctus,suscipit a feugiat,34245179.9,5.35,46.26,14.67,21.94,11.75,1717.15,2024-12-17T13:52:35Z,761
762,pede malesuada in imperdiet et,vel accumsan tellus nisi eu,25556666.74,4.39,279.93,80.99,21.68,4.66,2294.12,2024-03-18T01:18:25Z,762
763,metus aenean fermentum,lacinia nisi venenatis,77156479.49,26.3,16.7,76.2,47.2,79.94,2914.18,2024-07-11T08:19:42Z,763
764,habitasse platea dictumst maecenas,sapien ut nunc vestibulum ante,55218115.82,45.6,47.83,15.98,97.47,10.73,3163.52,2024-12-21T12:57:59Z,764
765,purus eu magna vulputate,mauris sit amet,38442585.55,7.95,222.65,77.66,50.33,68.96,1111.61,2024-03-20T04:46:06Z,765
766,faucibus orci luctus,sapien a libero nam dui,41999818.83,93.82,108.57,88.83,2.99,12.34,2150.53,2024-02-14T09:36:49Z,766
767,dictumst maecenas ut massa quis,cras in purus eu magna,44583663.18,37.15,164.9,4.06,75.35,20.41,97.51,2024-05-11T14:18:44Z,767
768,rutrum neque aenean auctor,morbi a ipsum,72278775.81,18.55,193.56,17.87,82.41,1.22,1600.16,2024-06-27T08:02:04Z,768
769,maecenas ut massa,ac est lacinia nisi venenatis,22205444.92,58.37,171.91,36.86,20.55,43.96,2153.33,2024-03-06T03:51:56Z,769
770,sed augue aliquam erat volutpat,nulla tempus vivamus in felis,45768174.83,31.03,53.37,55.33,20.67,65.08,5541.23,2024-06-06T20:42:41Z,770
771,curabitur convallis duis,sem sed sagittis,65962237.74,56.82,222.11,72.71,26.34,59.81,881.72,2024-03-07T07:45:14Z,771
772,nunc commodo placerat praesent blandit,parturient montes nascetur ridiculus mus,92589396.42,51.42,132.85,12.7,46.13,97.82,2586.07,2024-09-10T18:19:31Z,772
773,tortor id nulla,suscipit nulla elit,9178278.49,81.01,96.72,86.56,74.64,40.89,1821.84,2024-06-17T04:02:40Z,773
774,vulputate justo in,tortor id nulla ultrices,26396030.18,42.27,273.37,63.07,55.87,74.58,272.27,2025-01-28T11:55:33Z,774
775,sit amet consectetuer adipiscing,turpis elementum ligula vehicula,10474054.76,58.46,163.85,39.74,59.87,45.4,3265.01,2024-03-20T05:32:22Z,775
776,id sapien in sapien iaculis,lacus morbi quis,43288999.48,73.39,276.83,79.9,6.6,63.41,178.71,2024-06-04T13:23:22Z,776
777,est phasellus sit amet erat,ultricies eu nibh,28305779.62,31.17,342.73,14.42,37.59,80.4,3622.88,2024-06-24T10:02:04Z,777
778,etiam faucibus cursus,curae duis faucibus,93406809.81,47.32,245.52,64.07,79.88,23.05,175.98,2024-07-21T22:48:48Z,778
779,id ornare imperdiet,vivamus metus arcu,32746138.14,88.01,327.44,80.68,55.18,50.9,3624.68,2024-10-03T15:00:13Z,779
780,vulputate luctus cum sociis natoque,malesuada in imperdiet et,59507583.13,92.55,343.28,75.11,4.62,53.13,1569.38,2024-06-05T10:59:56Z,780
781,tortor quis turpis,id consequat in,63816581.91,35.63,245.7,44.02,60.91,18.85,3770.39,2024-06-13T07:23:25Z,781
782,eget eleifend luctus ultricies,cursus id turpis integer,64607024.38,40.7,351.07,69.33,44.44,56.6,3643.07,2024-05-30T18:46:22Z,782
783,porttitor lacus at turpis,sit amet sapien dignissim vestibulum,51556126.93,2.29,31.46,6.21,9.11,53.05,1121.99,2024-08-12T04:01:11Z,783
784,eros suspendisse accumsan tortor quis,ultrices posuere cubilia curae duis,78659492.19,5.29,156.39,60.56,32.07,83.72,2849.92,2024-06-19T05:19:13Z,784
785,in blandit ultrices,suscipit ligula in,59651446.14,98.74,279.29,72.39,73.98,47.42,3715.89,2025-01-13T01:06:26Z,785
786,pede malesuada in imperdiet et,nisl duis bibendum,3527936.25,86.19,268.87,2.79,85.47,95.91,3283.18,2024-09-02T03:57:49Z,786
787,sit amet diam in,interdum venenatis turpis,35826074.42,81.45,274.35,0.68,51.02,41.35,5448.34,2024-06-18T04:27:11Z,787
788,in hac habitasse platea,nisl aenean lectus,28762738.93,25.64,108.77,85.48,26.55,90.97,2254.44,2024-08-29T01:40:47Z,788
789,nibh in lectus pellentesque at,luctus tincidunt nulla mollis,16203811.34,67.31,239.23,72.08,86.37,13.64,2426.57,2024-11-23T22:54:05Z,789
790,duis bibendum morbi non,sit amet erat nulla,34934601.03,23.98,195.05,70.68,68.55,71.09,4840.52,2024-07-14T19:43:32Z,790
791,placerat praesent blandit,nibh in hac,65792631.79,57.36,74.26,35.44,67.57,21.8,1473.1,2024-12-23T18:34:06Z,791
792,nulla pede ullamcorper augue a,vestibulum ante ipsum primis,28732529.7,75.0,219.78,22.75,2.08,80.64,-136.79,2025-02-01T20:39:41Z,792
793,dignissim vestibulum vestibulum,sagittis sapien cum sociis natoque,43788978.15,77.75,120.77,7.92,98.52,48.18,-197.67,2024-10-26T09:32:27Z,793
794,aliquam convallis nunc,vitae nisi nam ultrices,3016558.79,12.23,275.71,43.32,79.37,25.81,-41.45,2024-05-28T03:57:50Z,794
795,venenatis turpis enim,non velit nec,34653547.08,37.25,231.25,61.53,6.39,76.78,1887.77,2025-01-12T03:57:08Z,795
796,vel augue vestibulum rutrum,nonummy integer non,68432928.47,52.63,306.48,6.5,37.73,82.34,477.59,2024-09-19T10:40:11Z,796
797,venenatis tristique fusce congue diam,est phasellus sit amet erat,42874561.68,63.86,96.3,37.63,96.58,66.81,552.56,2024-10-13T03:02:00Z,797
798,amet justo morbi,consequat ut nulla sed,38102372.28,27.81,253.68,48.45,48.08,25.33,874.7,2024-02-12T13:20:51Z,798
799,adipiscing lorem vitae,quam pede lobortis,34799795.86,97.86,116.76,22.19,26.33,13.54,3389.89,2024-07-25T18:33:20Z,799
800,id ligula suspendisse ornare consequat,porttitor lacus at,58429084.6,3.33,314.89,85.5,12.54,40.55,942.47,2025-02-06T09:04:37Z,800
801,semper sapien a libero nam,ultrices phasellus id sapien in,52611751.05,43.66,278.71,91.53,71.53,12.62,137.79,2024-09-23T08:04:45Z,801
802,pede justo lacinia eget tincidunt,vestibulum aliquet ultrices erat tortor,11141935.51,68.87,343.53,28.91,14.39,13.12,271.98,2024-08-03T07:17:23Z,802
803,pharetra magna vestibulum aliquet,consequat metus sapien,77579297.66,34.59,348.91,0.96,87.33,58.9,2355.35,2024-07-31T10:31:20Z,803
804,vulputate vitae nisl aenean lectus,phasellus id sapien,4130342.26,56.5,330.69,31.77,66.59,62.77,772.55,2024-07-25T14:46:20Z,804
805,iaculis diam erat fermentum justo,montes nascetur ridiculus mus etiam,31207119.67,96.86,356.42,42.05,51.61,3.29,4692.05,2024-03-15T04:13:27Z,805
806,id ligula suspendisse ornare consequat,praesent blandit lacinia erat vestibulum,51425526.32,28.02,181.75,95.46,58.7,33.86,5183.44,2025-01-16T23:12:29Z,806
807,porta volutpat erat quisque erat,amet consectetuer adipiscing,45798685.3,44.68,61.88,42.9,74.52,36.19,4416.18,2025-02-01T18:55:59Z,807
808,aliquam erat volutpat in congue,nunc vestibulum ante,45600753.76,36.44,241.75,50.67,3.66,29.87,1321.86,2024-11-21T21:04:57Z,808
809,rhoncus sed vestibulum sit amet,curabitur convallis duis consequat,50762144.46,43.35,17.42,53.77,28.04,96.65,-17.46,2024-08-25T05:23:32Z,809
810,pede ac diam,fringilla rhoncus mauris enim,23364187.51,22.95,333.55,37.29,79.53,9.48,5218.46,2024-02-17T08:49:14Z,810
811,vitae mattis nibh ligula,donec quis orci,92552300.88,34.8,69.43,44.22,99.77,54.82,915.67,2024-03-20T16:33:29Z,811
812,eu interdum eu tincidunt in,sem mauris laoreet ut,6485590.62,51.9,108.68,39.38,43.3,26.36,2919.3,2024-10-26T16:31:15Z,812
813,porttitor id consequat,platea dictumst maecenas,52873978.92,92.24,231.16,6.63,86.7,72.82,694.29,2024-04-24T05:56:22Z,813
814,sapien sapien non mi integer,nonummy integer non velit,58190796.3,41.87,315.72,50.41,21.28,70.42,-214.88,2024-05-22T18:43:15Z,814
815,augue quam sollicitudin vitae consectetuer,maecenas tincidunt lacus at velit,60435454.2,38.43,178.32,89.02,25.34,69.55,3624.21,2025-01-23T11:02:56Z,815
816,vestibulum quam sapien varius,iaculis congue vivamus metus arcu,63684787.5,85.15,185.97,71.56,59.54,45.18,-252.86,2024-04-27T20:39:42Z,816
817,ipsum integer a nibh,odio cras mi pede malesuada,18329290.73,31.45,60.72,61.58,21.04,57.84,3696.48,2025-01-23T02:48:23Z,817
818,aliquet ultrices erat tortor sollicitudin,ultrices posuere cubilia,44044636.49,85.32,326.68,51.52,33.81,52.79,-201.44,2024-12-13T10:28:43Z,818
819,id ligula suspendisse ornare,tellus nisi eu orci mauris,13605502.16,88.94,162.51,2.08,51.98,54.23,2470.57,2024-11-03T07:22:21Z,819
820,iaculis diam erat fermentum justo,phasellus sit amet erat nulla,75614.77,34.82,35.56,40.64,44.2,39.66,1639.61,2024-04-13T12:18:46Z,820
821,pellentesque quisque porta,nullam molestie nibh in lectus,62958837.86,85.55,357.1,58.72,61.62,40.53,2855.45,2024-05-29T00:27:22Z,821
822,sem duis aliquam convallis nunc,nunc proin at turpis a,87699626.03,39.08,46.98,62.76,8.19,32.86,1554.05,2024-02-29T16:02:56Z,822
823,vel enim sit amet,vulputate elementum nullam varius,55475016.24,69.91,250.83,10.59,60.07,90.48,5158.19,2024-03-11T05:59:59Z,823
824,pellentesque ultrices mattis odio,quisque porta volutpat,47701003.5,13.36,359.87,68.32,67.99,92.95,3832.02,2024-09-18T21:08:46Z,824
825,nisi nam ultrices libero non,imperdiet et commodo vulputate justo,87549166.38,40.02,205.26,79.95,47.06,32.39,1426.08,2024-09-13T07:23:54Z,825
826,nulla tempus vivamus in felis,ultrices posuere cubilia curae donec,65103036.81,16.51,207.46,76.96,12.1,67.99,4215.14,2024-03-05T22:28:40Z,826
827,vestibulum proin eu,hendrerit at vulputate vitae nisl,90083237.54,0.11,47.86,35.15,39.7,45.81,2002.07,2024-06-01T13:49:18Z,827
828,quis odio consequat,nullam molestie nibh in,67412600.94,73.54,282.75,96.38,22.41,23.89,3382.78,2024-12-25T02:25:43Z,828
829,vestibulum proin eu,nullam porttitor lacus at turpis,10423006.27,21.49,302.09,76.2,47.84,79.29,1067.02,2024-12-06T16:41:43Z,829
830,donec odio justo,ultrices posuere cubilia curae donec,29007614.16,41.84,142.36,4.83,76.85,96.92,4524.2,2024-05-31T10:23:45Z,830
831,luctus et ultrices posuere,nulla ac enim in,73794280.06,15.34,319.27,66.53,7.25,23.16,5171.02,2024-10-30T04:00:46Z,831
832,morbi porttitor lorem,vel accumsan tellus nisi,54055828.27,47.67,196.74,25.82,22.06,33.19,4650.91,2024-04-14T09:26:41Z,832
833,sed ante vivamus,sapien sapien non mi,78215923.48,46.05,336.14,93.37,15.16,61.88,2368.59,2024-12-28T02:47:10Z,833
834,rutrum neque aenean auctor,mauris viverra diam,71859534.49,13.71,203.91,94.88,88.6,36.24,1132.95,2024-03-23T14:34:04Z,834
835,est donec odio justo,aliquet maecenas leo odio,42915881.82,52.02,44.1,83.03,28.86,88.18,5056.17,2024-12-31T11:30:44Z,835
836,pellentesque ultrices phasellus id,mauris ullamcorper purus,13479592.68,68.6,249.8,28.71,52.45,90.44,3679.06,2024-11-05T17:33:46Z,836
837,eu interdum eu tincidunt in,porta volutpat erat quisque erat,42627808.87,16.33,327.76,75.4,29.65,84.34,354.84,2024-11-12T22:08:26Z,837
838,pede libero quis orci nullam,sed lacus morbi sem mauris,78775142.47,60.59,210.25,77.75,88.39,92.79,492.78,2024-11-21T13:30:36Z,838
839,nibh ligula nec sem,pede lobortis ligula sit,66408659.77,67.12,137.94,95.54,27.19,27.0,4133.88,2024-03-20T22:39:56Z,839
840,aliquet pulvinar sed nisl nunc,orci luctus et ultrices posuere,50306738.24,36.27,36.98,59.22,40.42,81.73,2542.72,2024-09-15T12:29:08Z,840
841,aenean auctor gravida,vestibulum proin eu,64937500.2,0.83,1.16,22.91,66.02,11.56,4401.71,2024-04-03T19:47:06Z,841
842,arcu sed augue aliquam,quis augue luctus tincidunt nulla,29545844.24,53.16,57.59,16.96,31.19,92.71,693.74,2024-08-27T01:01:11Z,842
843,in libero ut massa,varius ut blandit,33951834.06,83.81,177.13,78.45,15.55,4.04,637.09,2024-02-29T17:07:04Z,843
844,in lectus pellentesque,purus eu magna vulputate luctus,9700706.33,83.51,121.9,40.83,13.2,96.44,556.46,2024-08-19T11:54:16Z,844
845,pellentesque ultrices phasellus,sit amet nulla quisque arcu,94021672.62,74.39,45.99,57.11,47.37,91.87,1933.34,2024-07-17T08:50:19Z,845
846,duis ac nibh,in hac habitasse platea dictumst,96827878.95,85.92,159.2,14.52,84.85,24.95,-146.07,2024-04-27T07:23:59Z,846
847,ac est lacinia nisi,duis consequat dui nec nisi,55322538.61,24.75,150.11,90.89,44.58,22.48,2670.72,2025-01-11T21:54:15Z,847
848,integer ac leo,turpis a pede,85278918.59,77.63,125.54,53.25,56.96,73.58,3997.71,2024-04-18T08:24:36Z,848
849,dolor morbi vel,donec ut dolor morbi vel,70394077.09,94.55,303.54,5.65,0.24,53.0,4098.13,2024-10-28T07:54:30Z,849
850,cras in purus,volutpat convallis morbi odio,97107931.31,97.16,107.36,49.42,73.97,6.01,5405.57,2024-03-25T06:26:45Z,850
851,risus semper porta,ante ipsum primis in,56704813.11,63.01,268.87,77.26,0.25,25.24,1180.16,2024-02-26T00:22:21Z,851
852,eleifend luctus ultricies eu nibh,sed tincidunt eu felis fusce,734079.03,26.38,192.16,42.93,56.24,71.41,3377.2,2024-05-30T05:39:41Z,852
853,libero quis orci,luctus et ultrices posuere cubilia,27737148.76,86.78,316.22,63.82,49.32,59.06,5432.23,2025-01-04T23:50:22Z,853
854,orci mauris lacinia sapien quis,faucibus orci luctus,8379870.9,56.91,123.34,38.31,88.82,17.69,940.19,2024-04-16T18:30:25Z,854
855,eget elit sodales,sapien cum sociis natoque,3323523.06,4.84,92.9,33.86,56.9,8.65,3386.52,2024-03-22T00:34:50Z,855
856,vestibulum rutrum rutrum neque,accumsan tortor quis turpis sed,53736996.52,66.43,321.15,31.25,97.26,82.46,3518.77,2024-10-10T18:04:57Z,856
857,ipsum integer a nibh in,at velit vivamus vel,78221212.58,97.2,298.95,47.27,7.5,84.09,593.15,2025-01-19T03:17:33Z,857
858,mattis odio donec vitae nisi,lorem ipsum dolor sit,88183951.66,38.84,298.97,22.57,22.06,99.08,1772.18,2024-06-18T13:47:20Z,858
859,luctus et ultrices posuere cubilia,dui vel sem,24465039.95,38.79,212.97,96.81,76.1,95.96,3076.77,2024-11-16T12:04:43Z,859
860,mi in porttitor pede,malesuada in imperdiet et commodo,24062876.48,14.45,311.26,19.61,43.11,56.13,5474.24,2024-04-24T21:32:46Z,860
861,cras in purus eu magna,ipsum primis in faucibus,16655982.89,35.58,270.73,0.53,31.81,43.95,745.97,2024-02-12T23:08:21Z,861
862,nunc rhoncus dui vel,nulla ultrices aliquet maecenas leo,8105547.0,80.13,198.08,93.13,83.38,73.85,176.32,2025-01-12T02:56:13Z,862
863,et magnis dis parturient montes,ligula nec sem,72244105.54,16.11,270.45,39.12,53.05,43.63,2524.22,2024-12-28T07:53:09Z,863
864,sed accumsan felis ut,ultricies eu nibh quisque id,82704198.41,94.15,165.88,10.33,8.32,26.35,-38.49,2024-06-22T00:36:30Z,864
865,morbi vel lectus,vel augue vestibulum rutrum rutrum,82897457.78,7.73,210.93,56.1,86.3,60.03,2633.79,2024-10-03T23:04:31Z,865
866,in ante vestibulum,sit amet eros suspendisse accumsan,22421358.23,72.17,244.53,64.32,60.06,7.79,5236.24,2024-07-09T04:08:45Z,866
867,mi pede malesuada in imperdiet,ultrices enim lorem,6242453.87,62.37,99.06,43.37,58.69,11.87,1188.72,2024-05-15T16:09:13Z,867
868,congue elementum in hac habitasse,sodales scelerisque mauris sit amet,42184778.14,90.44,248.4,50.36,87.54,15.36,5573.91,2024-12-27T06:02:16Z,868
869,ipsum dolor sit amet consectetuer,lacinia erat vestibulum sed magna,61492706.66,88.64,261.31,31.58,40.31,3.19,5387.56,2024-08-27T18:59:40Z,869
870,faucibus accumsan odio,eget orci vehicula,75794838.18,51.62,120.81,67.17,80.64,97.01,2077.91,2024-08-11T15:37:39Z,870
871,sit amet consectetuer adipiscing elit,praesent id massa,33238767.03,73.28,218.07,88.78,52.83,42.57,3859.32,2024-05-17T11:13:04Z,871
872,diam neque vestibulum eget vulputate,odio justo sollicitudin ut,52727966.62,17.41,326.72,95.43,89.65,89.73,297.89,2024-06-24T04:14:17Z,872
873,in hac habitasse platea dictumst,aliquam sit amet,96447681.71,17.86,118.35,80.6,85.63,96.95,4969.31,2024-11-02T13:28:52Z,873
874,felis fusce posuere,elementum nullam varius nulla,5587156.67,50.92,336.23,89.92,85.2,97.46,1380.97,2024-10-22T08:55:04Z,874
875,orci luctus et,integer a nibh in quis,76872619.21,95.19,61.96,69.88,42.31,1.33,5286.87,2024-02-11T08:51:37Z,875
876,turpis elementum ligula vehicula,ut nunc vestibulum,98686764.69,26.8,65.59,86.6,29.5,96.66,3026.96,2025-01-14T16:09:28Z,876
877,congue vivamus metus arcu,congue diam id,83214604.6,92.74,250.47,85.18,68.13,18.86,4545.66,2024-02-15T04:16:23Z,877
878,tempor convallis nulla neque,platea dictumst morbi,86305066.29,99.79,2.85,34.84,89.64,38.99,2251.54,2024-08-17T03:14:41Z,878
879,id ligula suspendisse ornare,curabitur at ipsum,64408125.22,95.44,227.53,48.7,79.33,66.96,3506.99,2024-05-01T17:44:23Z,879
880,ligula nec sem duis,sagittis sapien cum sociis natoque,14557277.98,47.02,68.25,32.33,62.97,74.98,3904.37,2024-04-14T05:40:08Z,880
881,dapibus duis at,odio elementum eu interdum,1598387.88,92.18,236.3,78.3,99.13,17.45,1290.56,2025-02-02T15:49:49Z,881
882,mauris enim leo,dapibus augue vel accumsan,29969256.26,41.89,173.58,11.17,77.13,88.48,5167.29,2024-07-30T23:36:22Z,882
883,sed accumsan felis ut at,ipsum praesent blandit,83935676.24,99.07,90.36,18.13,16.23,90.04,5480.88,2024-10-31T06:50:10Z,883
884,nec euismod scelerisque,suscipit nulla elit ac nulla,78997217.84,15.03,308.72,58.83,48.4,91.21,4664.57,2024-02-19T19:20:11Z,884
885,convallis morbi odio,hac habitasse platea dictumst etiam,60866191.97,20.61,27.06,53.37,4.1,52.07,3276.22,2024-04-28T04:07:26Z,885
886,congue diam id,potenti nullam porttitor lacus at,60317414.43,94.55,22.7,26.9,70.78,83.95,2428.19,2024-06-14T21:08:47Z,886
887,vivamus in felis,turpis integer aliquet,60702795.78,24.0,163.72,27.7,17.73,62.67,4549.71,2024-11-22T15:25:51Z,887
888,eros vestibulum ac,vivamus vel nulla eget,51342710.36,30.8,203.59,93.18,49.66,32.32,4595.02,2024-11-30T09:33:57Z,888
889,tortor id nulla,at lorem integer tincidunt ante,34592291.36,33.68,52.9,52.43,92.76,66.65,4879.19,2024-04-27T20:40:13Z,889
890,ac nulla sed vel enim,tortor sollicitudin mi,87685490.71,67.38,336.84,40.67,69.02,99.98,1824.0,2024-05-01T16:29:16Z,890
891,nec nisi vulputate nonummy,rutrum nulla tellus,73983834.45,23.83,21.03,14.55,76.56,50.79,2320.63,2024-11-09T22:19:09Z,891
892,justo morbi ut,vehicula condimentum curabitur in,43871967.83,5.45,338.12,57.58,37.75,65.49,3414.98,2024-05-21T13:37:21Z,892
893,sapien urna pretium,interdum mauris ullamcorper purus sit,97871149.7,70.92,210.41,8.1,43.59,27.39,3714.68,2024-07-03T17:34:50Z,893
894,convallis nunc proin at,dapibus augue vel accumsan tellus,50151881.17,43.5,213.5,4.14,79.8,14.88,2491.02,2025-02-01T06:31:12Z,894
895,nibh ligula nec sem,donec diam neque,44224558.83,59.84,111.28,24.37,26.7,94.79,4842.73,2024-12-02T20:35:13Z,895
896,suspendisse accumsan tortor quis turpis,risus praesent lectus vestibulum,45717343.5,33.6,94.92,34.04,3.57,15.94,3792.24,2024-05-24T20:28:05Z,896
897,ut volutpat sapien arcu,sed sagittis nam,26232578.97,97.8,58.09,39.53,21.0,97.56,5041.84,2024-03-28T08:45:09Z,897
898,tortor eu pede,est et tempus semper est,96916312.88,5.38,77.67,55.52,79.1,63.91,3379.98,2024-09-15T01:01:59Z,898
899,ut ultrices vel augue vestibulum,turpis nec euismod,48737737.4,80.41,164.83,52.75,33.99,0.49,1852.29,2024-02-20T15:45:52Z,899
900,egestas metus aenean fermentum donec,velit donec diam neque,55689200.1,56.59,20.76,50.89,57.28,9.6,4749.1,2025-01-01T01:21:50Z,900
901,elit sodales scelerisque,massa tempor convallis,6130311.84,87.23,243.66,24.79,73.9,62.77,3975.51,2024-12-21T16:06:25Z,901
902,ut mauris eget massa tempor,nisl nunc rhoncus dui vel,61350555.41,99.69,172.64,96.38,41.69,50.92,2327.86,2024-07-28T08:10:47Z,902
903,duis mattis egestas,pulvinar nulla pede,80358842.84,33.93,287.65,21.55,85.04,2.97,914.53,2024-03-03T01:31:17Z,903
904,elit proin interdum mauris non,adipiscing elit proin risus,46359927.96,14.46,147.65,90.21,56.56,57.47,765.86,2024-08-29T15:33:23Z,904
905,elementum nullam varius nulla,morbi non quam nec,14639822.01,49.0,91.82,87.96,70.63,69.39,4651.01,2024-05-21T06:12:55Z,905
906,ut at dolor quis odio,enim sit amet nunc viverra,31162883.61,80.34,58.4,13.16,14.19,31.83,3789.89,2024-09-11T13:59:02Z,906
907,porttitor pede justo,in sagittis dui vel,98228699.14,12.74,144.39,69.66,8.95,92.95,5326.28,2024-08-01T08:18:10Z,907
908,luctus rutrum nulla,et eros vestibulum ac,96020507.16,9.93,236.61,62.94,0.66,75.27,465.32,2024-06-06T05:40:35Z,908
909,aenean fermentum donec ut mauris,placerat praesent blandit nam nulla,98625570.93,96.86,314.35,78.57,7.5,98.89,5276.69,2024-05-13T00:11:27Z,909
910,curabitur at ipsum,venenatis lacinia aenean sit amet,50507875.51,64.63,219.38,57.88,22.46,89.49,1468.86,2024-05-16T20:54:10Z,910
911,nonummy maecenas tincidunt,non mauris morbi,21456569.35,49.79,163.86,0.69,10.05,36.14,4740.31,2025-01-12T09:19:38Z,911
912,eu magna vulputate,sapien arcu sed augue,48611195.42,43.93,145.61,17.98,40.8,69.22,102.74,2024-10-15T12:44:29Z,912
913,cras pellentesque volutpat dui maecenas,consequat dui nec nisi,4647953.04,73.86,19.37,60.32,59.43,6.87,2709.3,2024-08-04T20:52:44Z,913
914,pede lobortis ligula sit,felis sed interdum,31412488.75,14.48,116.56,14.0,61.14,75.61,5529.39,2024-10-23T10:52:13Z,914
915,cras pellentesque volutpat dui maecenas,commodo vulputate justo in blandit,84940615.96,66.93,327.75,11.68,96.11,27.17,4239.39,2025-01-21T05:52:11Z,915
916,at vulputate vitae nisl aenean,donec ut mauris eget massa,80864043.03,5.17,98.78,14.29,62.94,92.93,3253.26,2025-01-18T06:17:10Z,916
917,felis sed interdum venenatis,amet sem fusce,80914605.79,37.07,17.85,91.95,91.02,34.93,3139.01,2024-11-03T09:52:31Z,917
918,ut ultrices vel,suspendisse potenti in,27835025.28,0.0,4.48,25.27,71.62,88.11,1949.6,2024-04-09T19:14:31Z,918
919,pellentesque quisque porta volutpat,venenatis tristique fusce,6869773.25,27.52,268.91,87.04,48.98,75.62,-187.85,2025-02-09T21:19:14Z,919
920,donec semper sapien a libero,ornare imperdiet sapien urna,23001788.33,54.11,108.96,56.31,22.65,30.67,2643.28,2025-02-04T12:39:40Z,920
921,amet eros suspendisse,dui maecenas tristique,33393983.73,5.17,116.21,27.7,6.07,19.18,72.12,2024-12-18T15:08:30Z,921
922,justo nec condimentum,vulputate nonummy maecenas,33093980.67,40.66,299.56,34.42,15.28,85.75,4931.85,2024-02-13T12:56:21Z,922
923,libero ut massa,nunc viverra dapibus,488270.23,68.81,102.06,52.29,47.53,49.38,407.77,2025-02-08T13:24:26Z,923
924,platea dictumst maecenas ut,luctus et ultrices posuere,26921325.36,41.55,49.43,17.86,69.19,78.72,3337.87,2024-05-16T17:48:16Z,924
925,quam sollicitudin vitae consectetuer eget,id lobortis convallis tortor,83360806.19,26.5,303.56,0.18,73.08,39.19,4640.0,2025-01-11T22:54:20Z,925
926,nulla tellus in sagittis dui,egestas metus aenean fermentum donec,49175756.78,19.89,279.78,34.95,93.31,64.26,3571.63,2024-11-27T19:57:44Z,926
927,maecenas tristique est et tempus,tincidunt eget tempus vel,59469085.55,70.93,245.46,28.87,93.54,41.81,661.84,2024-02-21T21:49:51Z,927
928,porttitor pede justo eu massa,vulputate justo in blandit ultrices,40464609.57,64.82,316.11,61.67,73.34,55.22,4777.76,2024-08-08T11:28:19Z,928
929,morbi quis tortor id,lobortis est phasellus sit,38591705.14,4.78,167.97,57.4,99.23,72.13,5095.52,2024-03-22T09:42:31Z,929
930,fusce posuere felis,fermentum donec ut mauris,37037133.26,55.23,184.75,11.87,51.1,66.46,4743.53,2024-07-30T03:54:55Z,930
931,rutrum ac lobortis vel,ligula in lacus,1197688.34,49.18,233.46,24.41,9.9,99.62,1348.8,2025-01-03T14:54:27Z,931
932,luctus tincidunt nulla mollis molestie,et magnis dis parturient montes,7926729.09,12.07,233.33,7.07,73.36,88.1,491.57,2024-10-08T14:42:01Z,932
933,in libero ut,ornare consequat lectus,27215554.38,44.5,75.78,10.13,16.62,49.41,609.06,2024-10-29T10:02:09Z,933
934,pede malesuada in,aliquet at feugiat non pretium,49052852.52,92.9,11.77,53.36,58.22,45.74,2360.12,2024-07-22T12:47:40Z,934
935,nibh ligula nec sem,nam congue risus,7965670.62,17.29,258.32,43.61,61.33,32.59,1258.85,2024-11-24T04:57:17Z,935
936,a libero nam,at nulla suspendisse,46130720.45,7.87,356.23,80.83,83.95,93.07,213.95,2025-01-29T05:46:04Z,936
937,viverra pede ac,quam suspendisse potenti,16764103.11,73.69,92.38,83.8,98.93,1.85,1484.21,2024-11-06T06:48:44Z,937
938,diam cras pellentesque volutpat dui,mi nulla ac enim,61536798.1,71.67,72.97,57.88,4.49,65.21,5484.71,2024-09-14T03:15:44Z,938
939,metus aenean fermentum donec,quisque arcu libero rutrum,29107896.26,14.66,114.97,86.42,69.42,9.05,1026.28,2024-04-09T02:20:34Z,939
940,tristique in tempus sit,vulputate ut ultrices vel,90864751.93,5.91,233.04,82.56,19.81,10.71,4168.25,2024-10-17T10:16:45Z,940
941,massa id nisl venenatis lacinia,aliquam sit amet diam in,49448682.34,25.95,223.95,89.08,29.68,67.13,3195.13,2024-12-12T00:57:17Z,941
942,rhoncus aliquam lacus morbi quis,interdum mauris ullamcorper,12321314.23,26.0,70.69,27.83,98.62,58.16,2833.19,2024-11-13T00:50:04Z,942
943,erat volutpat in congue,tortor risus dapibus augue vel,42770689.62,57.4,257.58,26.6,65.92,93.75,1713.68,2024-03-20T23:59:57Z,943
944,aliquet ultrices erat,consequat dui nec nisi volutpat,68030626.05,50.86,314.12,25.22,36.85,82.79,4472.51,2024-03-31T04:52:33Z,944
