id,serial_number,battery_name,weight,capacity,original_power_capability,expected_endoflife,manufactured_date,height,width,length,manufactured_city,manufactured_street,manufactured_number,manufactured_zipcode,material_id,safety_features_id,manufacturer_id
688,+688,+688,362400.971,4199008344,3908970648,3/27/2024,10/12/2024,7360.91,8733.33,3768.84,Torbeyevo,7 Sunnyside Trail,26273,688688,688,2,688
689,+689,+689,442909.508,9283899669,1646288822,9/30/2024,12/14/2024,4600.57,2660.73,1032.73,Magarao,36013 Kipling Center,20468,689689,689,1,689
690,+690,+690,566423.36,9604871480,7331826724,5/30/2024,7/5/2024,2579.77,8077.58,7024.04,Čeladná,5354 Johnson Hill,14667,690690,690,2,690
691,+691,+691,404695.977,2044304274,1580515629,11/7/2024,6/14/2024,4128.85,6638.37,7805.83,Strängnäs,5 Fuller Lane,23576,691691,691,3,691
692,+692,+692,252958.273,3821361023,3694009946,8/7/2024,5/8/2024,6350.05,9293.81,3423.69,Petrich,7278 Fair Oaks Junction,11076,692692,692,3,692
693,+693,+693,936998.517,8801380377,7627627695,7/10/2024,4/15/2024,5549.76,9570.9,2405.97,Yanglin,622 Luster Junction,8320,693693,693,3,693
694,+694,+694,742806.896,8666384292,7460975853,11/3/2024,10/6/2024,5827.3,2780.12,292.18,Tajimi,095 7th Avenue,30156,694694,694,3,694
695,+695,+695,459438.178,1588958496,9392383919,12/4/2024,8/15/2024,6100.42,8867.89,9466.74,Longbu,0593 Goodland Place,19395,695695,695,2,695
696,+696,+696,421708.024,5708015778,6907022999,6/26/2024,3/2/2024,9738.37,8710.35,711.86,Gongjiang,77 Texas Alley,16284,696696,696,3,696
697,+697,+697,658107.074,5165496326,5088559584,1/21/2025,11/28/2024,3774.46,5879.28,5968.96,Renliu,878 Westridge Place,26515,697697,697,2,697
698,+698,+698,542250.17,56969122,8482553236,11/5/2024,1/15/2025,7149.82,3245.06,1875.02,Qingfeng,7 Elka Street,29284,698698,698,1,698
699,+699,+699,900774.847,9705737371,7968041619,6/15/2024,2/26/2024,591.37,3294.3,2363.61,Tournan-en-Brie,17 Colorado Junction,5346,699699,699,1,699
700,+700,+700,188039.761,8326983866,5569681275,2/24/2024,5/22/2024,7625.85,7705.24,6639.37,Duzhou,1775 Lerdahl Road,18358,700700,700,2,700
701,+701,+701,474315.951,8217711222,1845898306,11/25/2024,2/23/2024,8049.01,7033.65,2023.08,Praia das Maçãs,4 Sachs Point,13880,701701,701,2,701
702,+702,+702,300460.125,4407778265,3836818672,10/27/2024,5/27/2024,4520.31,1079.27,2320.52,Baku,3 American Ash Lane,20700,702702,702,1,702
703,+703,+703,45648.616,6268600631,7434808308,3/24/2024,12/7/2024,5000.39,9192.28,7214.82,Koch'ang,73 Raven Center,3101,703703,703,1,703
704,+704,+704,713552.642,6717406446,5519214640,9/14/2024,2/17/2024,8620.91,3308.7,4210.14,Ferkessédougou,83 Dayton Parkway,32437,704704,704,2,704
705,+705,+705,204752.196,9139013513,932163681,6/1/2024,10/17/2024,4636.36,2318.79,1860.34,Parychy,332 Wayridge Junction,11072,705705,705,1,705
706,+706,+706,355870.45,465658102,6521703895,12/22/2024,12/14/2024,9947.23,2830.49,7373.94,Jinling,2 Oneill Junction,20735,706706,706,1,706
707,+707,+707,328581.716,145231336,3743926757,4/21/2024,8/4/2024,1280.91,7945.8,8270.68,Ōarai,51639 Texas Avenue,29645,707707,707,1,707
708,+708,+708,971628.454,7711717673,1352716017,9/3/2024,9/24/2024,8694.97,847.87,3473.64,Rajal Norte,5963 Prairie Rose Road,17813,708708,708,2,708
709,+709,+709,339327.339,7657212639,9028958568,5/21/2024,4/16/2024,3801.78,6074.3,985.19,Xiaolan,9 Jenna Alley,1388,709709,709,1,709
710,+710,+710,120375.191,7317647079,5130141785,6/11/2024,9/23/2024,8179.9,6800.99,1389.42,Panchagarh,14490 Schlimgen Crossing,32092,710710,710,3,710
711,+711,+711,732564.215,3258796142,4433919492,7/19/2024,3/10/2024,1086.83,6689.25,6586.34,Leer,0372 Surrey Road,21127,711711,711,3,711
712,+712,+712,622209.75,173835767,8635314130,4/10/2024,1/14/2025,2475.57,405.65,2562.03,Umingan,66 Transport Place,17738,712712,712,1,712
713,+713,+713,843665.418,7455636635,6747101717,4/16/2024,7/13/2024,7867.65,3216.57,7125.47,Mungkin,3995 Lyons Crossing,32452,713713,713,2,713
714,+714,+714,290725.091,4987660600,4217059715,7/27/2024,8/14/2024,4426.99,9545.31,4522.45,Seixal,7107 Old Shore Point,24599,714714,714,1,714
715,+715,+715,506283.556,963305124,5653503043,1/11/2025,1/31/2025,5393.41,6503.16,9084.19,Shengrenjian,1604 Farragut Trail,9752,715715,715,1,715
716,+716,+716,245570.331,5763772004,1209963882,10/16/2024,11/14/2024,5277.22,3943.0,8832.05,Mineiros,22129 Bluejay Hill,14619,716716,716,2,716
717,+717,+717,470319.479,9566442238,9716421609,12/15/2024,2/12/2024,4858.86,3967.95,5272.38,Balas,9 Delaware Circle,24721,717717,717,1,717
718,+718,+718,741810.704,3783505948,3715351480,9/11/2024,4/11/2024,9021.56,2067.23,6579.19,Tapado,18 Bluestem Lane,1612,718718,718,2,718
719,+719,+719,812693.438,6647072344,9432337757,4/24/2024,5/9/2024,8292.88,7827.88,3625.64,Lajeado,5982 Cascade Center,8784,719719,719,3,719
720,+720,+720,870264.777,9595056052,1613254424,4/25/2024,1/21/2025,9761.35,5488.84,4039.29,Alchevs’k,6 Weeping Birch Hill,30223,720720,720,1,720
721,+721,+721,461500.954,5948239579,6449975725,10/23/2024,12/28/2024,5514.17,262.21,8540.27,Dunaújváros,214 Shopko Terrace,7281,721721,721,1,721
722,+722,+722,918136.801,5180837008,4105981261,8/20/2024,9/15/2024,2631.82,5692.64,136.55,Khiliomódhi,9 Ilene Plaza,10466,722722,722,3,722
723,+723,+723,891786.95,7277263567,4184939256,12/23/2024,2/21/2024,5541.08,1876.22,1857.96,Údlice,5 Elka Park,28103,723723,723,1,723
724,+724,+724,541892.121,3442630070,605444046,4/30/2024,12/21/2024,705.05,6789.64,1693.46,Shengtang,974 Corben Street,29420,724724,724,3,724
725,+725,+725,845571.262,2654226732,7676958963,1/1/2025,4/3/2024,8995.96,434.46,5982.99,Casal de Cambra,5782 Buhler Terrace,15572,725725,725,2,725
726,+726,+726,620028.667,1324635993,6495892762,6/25/2024,12/25/2024,1892.56,1172.77,8461.81,Dadoupu,7921 Butterfield Junction,32036,726726,726,1,726
727,+727,+727,522691.259,1071357797,2945825873,7/4/2024,12/5/2024,7913.95,1549.2,9727.06,Kenarilang,4608 Myrtle Lane,12405,727727,727,3,727
728,+728,+728,956118.833,9397566438,8442103984,7/23/2024,6/29/2024,9130.09,9307.5,983.35,Haarlem,67 Summer Ridge Drive,29502,728728,728,3,728
729,+729,+729,461089.521,6205129511,7092711534,12/29/2024,9/10/2024,677.51,7405.39,3747.6,Bébédja,316 Dakota Place,20650,729729,729,1,729
730,+730,+730,931022.528,9431268950,101573682,2/13/2024,11/12/2024,1924.38,3467.04,6415.82,Malārd,5 Tennessee Alley,4002,730730,730,1,730
731,+731,+731,818066.429,2472395971,1044812860,7/20/2024,6/2/2024,7379.77,2694.96,9413.81,Xibei,5 Cherokee Terrace,8970,731731,731,1,731
732,+732,+732,266466.137,3223039260,6196072519,3/27/2024,4/22/2024,5310.39,9005.1,653.25,Taizhou,2035 Washington Terrace,30445,732732,732,2,732
733,+733,+733,389254.869,8793737339,4262836848,9/14/2024,10/16/2024,8746.91,8596.91,5862.62,Chuchkovo,906 Carey Park,22748,733733,733,3,733
734,+734,+734,556999.545,1023400771,886080434,3/19/2024,4/14/2024,9798.33,5394.48,2117.06,Dąbrowa,349 Golf Plaza,14647,734734,734,3,734
735,+735,+735,895220.771,3443843086,2094488755,1/1/2025,6/24/2024,9741.93,916.15,2035.61,Shidu,1 Spohn Drive,5661,735735,735,3,735
736,+736,+736,255373.315,1042555504,8844910772,9/19/2024,11/20/2024,9961.66,3380.07,1313.25,Manlio Fabio Altamirano,5 Lakeland Place,7495,736736,736,2,736
737,+737,+737,983186.132,6762656818,8343104240,2/23/2024,6/18/2024,790.16,7386.46,3648.56,Londiani,36300 Eagan Avenue,1364,737737,737,1,737
738,+738,+738,515999.377,2594249619,6744461551,2/24/2024,6/16/2024,5514.31,6352.33,5815.91,Pato-o,22389 Boyd Point,27282,738738,738,2,738
739,+739,+739,405367.058,7296976067,7559793964,5/25/2024,7/28/2024,3140.4,5400.51,9819.41,Yeniköy,4225 Spohn Lane,19391,739739,739,3,739
740,+740,+740,925444.584,8177258448,8870676587,5/18/2024,9/4/2024,6620.74,7497.83,7868.74,Mutoko,870 5th Pass,9334,740740,740,3,740
741,+741,+741,193787.855,2067553096,7149063416,9/16/2024,8/9/2024,4576.92,1162.81,9895.59,Krzemieniewo,13 Toban Lane,17111,741741,741,1,741
742,+742,+742,549362.215,7019763402,5719836505,9/12/2024,11/8/2024,8568.22,309.51,6701.08,Linköping,97879 Schlimgen Street,24172,742742,742,1,742
743,+743,+743,866426.576,3930805604,7992497532,5/23/2024,5/14/2024,8187.13,7421.98,3102.07,Shymkent,571 Schmedeman Circle,9555,743743,743,1,743
744,+744,+744,46978.922,337762037,8667736138,10/6/2024,2/8/2025,8155.97,6277.31,926.49,Rostock,6121 Vahlen Point,28504,744744,744,1,744
745,+745,+745,883778.541,6113014467,8938251849,8/20/2024,2/5/2025,43.85,4927.1,1802.6,Chadiza,8 Duke Court,2004,745745,745,3,745
746,+746,+746,295689.771,9992402585,9748693286,9/30/2024,2/23/2024,6049.82,4132.6,7387.08,Hongtang,119 Mifflin Terrace,23060,746746,746,3,746
747,+747,+747,778817.542,247214245,683313420,7/26/2024,2/8/2025,4205.44,1242.72,4107.57,Carmelo,07 Dunning Junction,12419,747747,747,2,747
748,+748,+748,648522.431,4191649508,1783260475,2/9/2025,11/26/2024,6199.95,848.69,211.77,Kvasiny,41 Commercial Circle,23285,748748,748,3,748
749,+749,+749,959869.581,6561557724,2936246371,12/12/2024,7/18/2024,5891.07,3993.9,3490.61,Selenicë,8757 Ohio Point,15622,749749,749,3,749
750,+750,+750,258678.263,8463973894,4748118861,7/1/2024,7/17/2024,8890.99,4545.17,6278.3,Nankou,211 Fairview Plaza,6147,750750,750,1,750
751,+751,+751,438824.681,1453293313,7322300896,10/13/2024,3/24/2024,6278.24,2455.67,9358.31,Huangze,466 Orin Way,10148,751751,751,2,751
752,+752,+752,144864.585,966014144,5455548188,1/22/2025,11/4/2024,6634.71,7126.39,4514.69,Totora,47 Sullivan Point,3846,752752,752,1,752
753,+753,+753,664756.032,7071188270,6553136375,6/8/2024,1/31/2025,6503.07,1532.55,3041.57,Gayny,25 Cascade Crossing,21650,753753,753,3,753
754,+754,+754,50736.994,2624423003,3008029881,2/23/2024,1/3/2025,3245.67,8264.46,4074.24,Bothaville,61648 Ridgeway Lane,3598,754754,754,2,754
755,+755,+755,7217.595,1530763871,2916469822,10/14/2024,7/7/2024,2466.69,5716.73,4622.3,Nikolayevka,7471 Bartillon Hill,31340,755755,755,2,755
756,+756,+756,67683.842,9905901257,5658605814,5/13/2024,5/6/2024,5513.56,6016.42,5500.51,Pasirhaur,4632 Donald Center,7765,756756,756,3,756
757,+757,+757,953809.771,9837858088,247168437,8/14/2024,8/5/2024,8637.78,1192.69,1056.37,Sandachō,2886 Miller Point,32028,757757,757,1,757
758,+758,+758,825354.789,317705491,6912372430,6/4/2024,7/4/2024,9408.21,730.97,1206.34,Jinhaihu,95 Sunnyside Street,16020,758758,758,3,758
759,+759,+759,70255.073,7009548253,873546741,2/5/2025,5/29/2024,1530.35,6646.21,7097.69,Ninove,48 Crownhardt Street,26073,759759,759,3,759
760,+760,+760,804836.996,3291369350,5385001151,12/27/2024,1/1/2025,5402.25,505.32,105.37,Khān Neshīn,2 Paget Point,21811,760760,760,3,760
761,+761,+761,929330.563,2460808307,3893740808,1/20/2025,8/24/2024,2643.54,7020.82,2030.99,Shuangxiqiao,8 Dahle Street,21277,761761,761,1,761
762,+762,+762,677886.013,4312521707,570388497,1/8/2025,3/5/2024,9698.45,8934.03,128.83,Magisterial,692 Tomscot Drive,2023,762762,762,2,762
763,+763,+763,709219.592,4463975570,2523562450,2/24/2024,7/8/2024,6241.65,1862.48,1115.64,Nuquí,6740 Maple Trail,20923,763763,763,1,763
764,+764,+764,549060.144,1905477334,8073264690,3/27/2024,10/20/2024,9190.32,4972.92,9012.6,Rio de Moinhos,290 Main Circle,12497,764764,764,2,764
765,+765,+765,606641.605,3619819009,6819772756,9/19/2024,12/31/2024,5900.5,9534.45,3203.93,Arpajon,3 Lakewood Crossing,10760,765765,765,1,765
766,+766,+766,392867.533,6868787245,6927594044,7/13/2024,3/26/2024,1280.62,8423.59,3000.08,Orléans,0570 Stone Corner Street,24778,766766,766,3,766
767,+767,+767,755846.873,9813464697,7486789834,1/21/2025,10/15/2024,148.05,7449.75,341.49,Lingbei,7 Holmberg Avenue,26311,767767,767,1,767
768,+768,+768,235637.826,5870316007,638991954,8/3/2024,5/23/2024,3644.79,9422.61,8803.02,Pasadena,870 Morning Plaza,16432,768768,768,3,768
769,+769,+769,358231.174,6385570252,8596869377,3/18/2024,10/5/2024,5344.47,2390.11,4057.39,Hodkovice nad Mohelkou,466 Mosinee Road,28868,769769,769,2,769
770,+770,+770,955740.035,1238546004,3618125496,7/24/2024,1/3/2025,1182.03,5171.13,8288.67,Nanterre,492 Vera Avenue,28188,770770,770,2,770
771,+771,+771,252699.121,7583019846,9218165139,5/28/2024,11/2/2024,8588.37,8570.0,7362.51,Carmen,95 Carey Junction,30936,771771,771,2,771
772,+772,+772,25671.809,4433468825,7071394989,6/3/2024,6/26/2024,3481.95,198.78,8136.15,Ymittos,315 Tomscot Drive,18574,772772,772,2,772
773,+773,+773,869054.869,1455724102,161853016,4/11/2024,9/9/2024,160.68,4199.57,3113.24,San Miguel Dueñas,1 Susan Circle,21954,773773,773,1,773
774,+774,+774,66217.592,7248577917,5608078588,11/6/2024,9/4/2024,2890.28,1284.34,7843.65,Santa Rosa de Copán,0 Holy Cross Parkway,30851,774774,774,2,774
775,+775,+775,100877.799,7982656628,6695207244,5/14/2024,9/28/2024,2191.4,1119.44,253.99,Calibutbut,7 Green Ridge Park,24516,775775,775,2,775
776,+776,+776,135458.451,8402454711,5952831506,6/11/2024,4/29/2024,8418.55,3083.34,6352.69,Ágios Andréas,411 Toban Park,24575,776776,776,2,776
777,+777,+777,584496.437,1306787639,1764001266,9/23/2024,6/27/2024,453.89,515.64,7439.6,Corpus Christi,02172 Holy Cross Street,16448,777777,777,3,777
778,+778,+778,87780.267,8608083174,7055706440,8/16/2024,3/25/2024,3749.49,3768.18,602.14,Niutang,83 Elmside Terrace,18300,778778,778,1,778
779,+779,+779,965117.906,8255008463,4576705529,11/20/2024,3/17/2024,5584.41,4628.9,1673.09,Sergelen,837 Park Meadow Way,8719,779779,779,1,779
780,+780,+780,687603.369,1521600328,6291865362,7/1/2024,6/11/2024,651.5,7732.91,6835.18,Pengxing,38341 Roth Way,25850,780780,780,2,780
781,+781,+781,496990.145,2837619908,6526825306,11/15/2024,11/23/2024,5766.88,6724.12,6115.21,Santa Cruz Muluá,6032 Arizona Trail,22285,781781,781,3,781
782,+782,+782,42445.641,8404640011,5433085136,7/2/2024,4/17/2024,1775.69,2231.25,617.25,Jiguan,48 Bay Place,4452,782782,782,3,782
783,+783,+783,988501.821,6695180296,5869871004,1/11/2025,6/18/2024,2603.55,1571.34,4115.74,Proboštov,167 Elmside Park,8115,783783,783,3,783
784,+784,+784,202959.557,8958648267,3072606658,1/6/2025,11/5/2024,8117.69,8397.65,5511.97,Hödrögö,7 Shoshone Drive,12558,784784,784,1,784
785,+785,+785,476000.698,4600717631,2026709989,8/24/2024,11/14/2024,5596.44,2895.48,5253.02,Malanville,9 Towne Center,11022,785785,785,1,785
786,+786,+786,358803.279,6223437580,7617626884,5/17/2024,12/18/2024,2520.3,5750.4,6773.07,Miyakonojō,40599 Redwing Crossing,25058,786786,786,1,786
787,+787,+787,686447.066,7359231756,2593920637,2/28/2024,5/30/2024,2807.69,1179.64,3141.44,Caigangan,7 Melby Junction,10835,787787,787,3,787
788,+788,+788,901471.703,8629524351,7404265171,10/5/2024,10/8/2024,2090.64,3348.08,2821.96,Chatturat,071 Larry Plaza,9878,788788,788,2,788
789,+789,+789,766839.141,6560998351,6032005413,2/1/2025,12/22/2024,9013.91,9573.79,2578.24,Rawaglagah,9 Merrick Plaza,30069,789789,789,2,789
790,+790,+790,625973.367,2124541300,6400643366,8/22/2024,4/11/2024,4986.07,2877.62,6343.85,Alzamay,451 Corben Court,15383,790790,790,2,790
791,+791,+791,42335.987,3726311867,9386839147,8/2/2024,5/10/2024,3386.9,5572.67,2924.0,Niugan,725 Larry Court,30344,791791,791,2,791
792,+792,+792,449788.547,3995025752,1326618228,1/18/2025,2/19/2024,5257.88,1050.2,6731.27,Shigony,58072 Sachs Place,5286,792792,792,1,792
793,+793,+793,916073.354,677035851,5179217099,6/7/2024,6/4/2024,8715.78,7460.88,1769.74,San Nicolas,6837 Del Sol Way,31045,793793,793,3,793
794,+794,+794,606584.307,4498941105,1084887276,12/18/2024,8/17/2024,6966.21,5680.75,3736.58,As Sab‘ Biyār,1 Nelson Drive,14087,794794,794,2,794
795,+795,+795,321238.769,8258724671,5283036087,1/11/2025,5/8/2024,7006.88,3819.66,1979.47,Har-Us,52955 Village Place,19770,795795,795,2,795
796,+796,+796,391760.334,2578517426,783079389,4/26/2024,2/14/2024,7967.29,5033.69,4792.78,Socos,89047 Nevada Parkway,19329,796796,796,2,796
797,+797,+797,763646.948,7525391458,4753014110,3/15/2024,6/27/2024,1658.39,6170.54,5375.66,Okcheon,00948 Meadow Ridge Circle,22884,797797,797,2,797
798,+798,+798,827003.939,8435359232,7643443949,2/16/2024,10/2/2024,1828.51,3189.62,2258.46,Leping,575 Lillian Park,26010,798798,798,3,798
799,+799,+799,771607.994,7715470467,7957884200,2/4/2025,7/22/2024,3387.57,8094.38,5433.85,Huxi,08680 Lindbergh Trail,22931,799799,799,1,799
800,+800,+800,457151.093,3290355245,1846285817,5/17/2024,7/15/2024,7324.82,2664.66,2461.72,Tutong,8395 Algoma Hill,2597,800800,800,1,800
801,+801,+801,453329.163,5712951527,616675279,7/24/2024,1/13/2025,1876.59,7388.41,7851.15,Yangji,85985 Basil Drive,30949,801801,801,3,801
802,+802,+802,866843.676,3610793267,5432837389,8/26/2024,3/28/2024,9443.56,7607.7,8611.27,Den Haag,8286 Huxley Park,28118,802802,802,2,802
803,+803,+803,224597.554,1294095493,9664478,5/12/2024,12/8/2024,2898.01,4424.98,4075.31,Sukapura,841 Birchwood Trail,13405,803803,803,2,803
804,+804,+804,987880.176,5063012836,9651459560,1/18/2025,6/3/2024,7655.4,4810.27,443.14,Vale da Bajouca,1363 Del Sol Trail,31681,804804,804,2,804
805,+805,+805,853805.52,102747108,5563938483,3/7/2024,7/15/2024,1492.19,1147.83,1634.13,Farah,17 Dapin Trail,20980,805805,805,3,805
806,+806,+806,136606.56,9223755354,1796967099,10/10/2024,4/21/2024,7647.0,1302.03,779.94,Dubrovka,49731 Raven Circle,20334,806806,806,1,806
807,+807,+807,539212.973,6735513461,6801905626,9/1/2024,6/13/2024,9922.77,9508.49,3209.89,Veles,77 Delaware Center,21681,807807,807,2,807
808,+808,+808,609716.55,555921983,750874712,6/10/2024,3/30/2024,5352.1,8563.12,1298.6,Odintsovo,0105 Mcguire Place,3324,808808,808,2,808
809,+809,+809,776848.687,7048137309,6477853627,10/7/2024,6/15/2024,382.12,9529.55,3590.15,Gozdowo,28 Cody Lane,14169,809809,809,3,809
810,+810,+810,378931.1,4673404444,9606956015,7/25/2024,2/25/2024,7453.74,1296.68,1972.21,Wendengying,7867 1st Pass,16017,810810,810,2,810
811,+811,+811,873078.596,9835790160,6158311069,1/12/2025,10/1/2024,4057.09,9275.4,9700.5,Áno Liósia,7 Twin Pines Way,2349,811811,811,2,811
812,+812,+812,668811.606,778445903,8903203303,11/12/2024,6/16/2024,8563.49,8022.64,8550.91,Tokmok,12 Kim Place,28415,812812,812,1,812
813,+813,+813,164583.214,4883606012,2056450674,9/17/2024,5/17/2024,6021.24,6938.14,7053.76,Jūrmala,9593 Tony Junction,4997,813813,813,1,813
814,+814,+814,336182.48,8706090829,3339135849,7/29/2024,8/25/2024,9152.49,2935.0,8064.46,Wangjing,1980 Tennessee Crossing,13356,814814,814,1,814
815,+815,+815,396989.692,45479174,4687805800,6/12/2024,4/17/2024,777.11,551.51,9933.44,Beihe,1 Garrison Junction,6213,815815,815,2,815
816,+816,+816,583697.171,1687198856,3983373640,3/20/2024,2/16/2024,7858.27,4059.01,7000.15,Noailles,578 Melody Point,11348,816816,816,1,816
817,+817,+817,439925.184,8546368838,6264746970,7/27/2024,4/6/2024,5583.13,2125.6,6952.99,Tsu-shi,86901 Huxley Point,6509,817817,817,3,817
818,+818,+818,771315.66,7947766591,5861611608,4/19/2024,7/12/2024,3252.86,5292.23,3400.12,Tagawa,03 Jackson Pass,9337,818818,818,3,818
819,+819,+819,103070.704,2073647048,8345227164,11/5/2024,7/24/2024,5413.99,2057.93,6847.8,Granja,1 Stoughton Hill,10977,819819,819,2,819
820,+820,+820,674454.693,1201745812,6186035258,7/5/2024,5/24/2024,1374.14,2287.95,9535.25,Blackfalds,13 Tennyson Alley,18088,820820,820,1,820
821,+821,+821,257202.751,1018232989,2622713150,9/16/2024,4/4/2024,5155.0,8802.48,6640.27,Parizh,058 Autumn Leaf Junction,30866,821821,821,1,821
822,+822,+822,667928.342,6844104482,7856381771,12/10/2024,8/1/2024,506.88,2142.36,7765.14,Dongdong,8 Burning Wood Terrace,32611,822822,822,3,822
823,+823,+823,343445.128,8157282498,3873956418,8/30/2024,4/11/2024,7683.54,6271.55,3981.43,Vendas de Galizes,2100 Hovde Point,5000,823823,823,2,823
824,+824,+824,729562.732,4790048493,9867681924,9/23/2024,7/8/2024,1878.6,5197.39,4556.61,Takeshiken,7 Fallview Terrace,17929,824824,824,3,824
825,+825,+825,30780.858,3452116710,6355253486,4/20/2024,5/10/2024,5782.63,5392.78,3827.72,Huangtu,7468 Randy Alley,12650,825825,825,3,825
826,+826,+826,397666.684,3118369619,3152824276,1/17/2025,6/20/2024,2985.51,8531.56,740.41,Safara,20 Mendota Street,3502,826826,826,1,826
827,+827,+827,159058.583,3971975361,2959889563,6/17/2024,9/4/2024,338.42,4917.05,3261.07,Berlin,5 Brown Crossing,9619,827827,827,3,827
828,+828,+828,401138.601,6191250334,4237070017,1/18/2025,5/6/2024,7787.35,4775.51,7646.09,Nikolayevsk,8533 Parkside Center,28650,828828,828,3,828
829,+829,+829,600958.285,969602065,1110252752,11/23/2024,5/8/2024,7833.0,7185.85,3034.34,Colmeal,3 Shoshone Pass,1297,829829,829,3,829
830,+830,+830,620068.395,5090272947,1602209716,1/4/2025,4/27/2024,37.67,7890.85,4925.51,Tsivil’sk,798 Sachtjen Hill,28563,830830,830,2,830
831,+831,+831,322463.306,4154221768,9196238192,10/10/2024,11/2/2024,4036.34,6257.52,1321.09,Shkodër,25 Harbort Pass,17455,831831,831,3,831
832,+832,+832,50470.516,9646098923,162364669,6/13/2024,2/28/2024,570.52,111.69,9314.2,Villanueva,86 Ronald Regan Parkway,25645,832832,832,3,832
833,+833,+833,237182.142,5473120280,4345566641,6/19/2024,9/4/2024,4033.32,7494.5,8123.15,Orhei,540 Pankratz Place,19364,833833,833,2,833
834,+834,+834,34674.727,4858333327,8225355560,4/12/2024,5/6/2024,1372.31,1081.08,1128.08,Bungur,6673 Northfield Lane,2071,834834,834,1,834
835,+835,+835,125112.013,7881321204,552092280,5/19/2024,2/22/2024,2126.45,2681.32,1669.22,Aulnay-sous-Bois,48185 Oneill Circle,833,835835,835,3,835
836,+836,+836,568098.228,6347099725,6407372454,2/1/2025,4/8/2024,4432.05,2784.33,1042.51,Buenavista,96383 Kedzie Avenue,22981,836836,836,2,836
837,+837,+837,455265.813,2723546460,4396540237,11/16/2024,5/15/2024,5154.55,9489.75,1218.64,Boafeo,506 Clyde Gallagher Avenue,4814,837837,837,2,837
838,+838,+838,954691.124,817175222,6334732974,8/7/2024,8/18/2024,6976.11,329.22,2289.58,Changlin,97762 Golf Course Center,17575,838838,838,1,838
839,+839,+839,282243.305,1623191298,859523926,7/12/2024,8/5/2024,4416.84,261.81,5554.92,Ḏânan,98985 Golf Course Way,21618,839839,839,2,839
840,+840,+840,437029.115,5057927254,3595713837,5/19/2024,1/6/2025,5756.17,1628.75,8509.12,Cikayas,51 Grasskamp Place,5967,840840,840,1,840
841,+841,+841,160011.786,5369616096,2150018204,11/14/2024,12/22/2024,8071.95,7370.54,1871.42,Kipushi,4 Briar Crest Road,9397,841841,841,1,841
842,+842,+842,539580.789,6011240171,1445034118,1/2/2025,1/13/2025,5849.86,1694.94,4947.75,Chivhu,72 Clarendon Street,18713,842842,842,1,842
843,+843,+843,280978.912,9620817319,2845830937,8/10/2024,5/8/2024,4971.71,1662.47,1451.54,Eshan,47758 Bartelt Crossing,16255,843843,843,3,843
844,+844,+844,724182.019,4633755031,4525899856,3/7/2024,8/22/2024,3365.14,5532.09,1505.75,Fond du Sac,2 Armistice Junction,15556,844844,844,3,844
845,+845,+845,672778.193,3025944301,6834224465,11/30/2024,11/28/2024,3462.52,5920.09,33.19,Itumbiara,94 Acker Road,27143,845845,845,1,845
846,+846,+846,794366.012,6469669060,6276290103,4/12/2024,7/8/2024,5532.85,4905.66,1986.99,Zouila,1929 Eggendart Road,1616,846846,846,1,846
847,+847,+847,486708.601,3194397794,4377886276,8/22/2024,1/26/2025,4630.1,694.54,4395.14,Souto da Costa,88 Fisk Crossing,14373,847847,847,1,847
848,+848,+848,601462.471,3701346519,4901350867,9/5/2024,4/26/2024,3221.03,5243.8,4040.87,Baoziba,435 School Point,6168,848848,848,2,848
849,+849,+849,692259.387,3604845812,431827709,3/18/2024,8/17/2024,5993.06,2972.79,4222.86,Cibunar,697 Algoma Trail,27198,849849,849,2,849
850,+850,+850,66400.062,8580398555,9010168813,4/12/2024,8/10/2024,2692.37,6816.13,4207.58,Sukhobuzimskoye,5 Heath Road,24186,850850,850,1,850
851,+851,+851,158922.48,4869825447,8483879290,11/29/2024,6/1/2024,9918.79,5523.05,1503.55,‘Izrā,9 Kingsford Place,15638,851851,851,3,851
852,+852,+852,422572.435,3065664083,1697159534,6/3/2024,12/18/2024,7090.78,2345.1,5500.53,Yongheshi,20 Rowland Alley,1078,852852,852,2,852
853,+853,+853,567499.691,1253941552,6664557416,7/18/2024,3/29/2024,2212.25,4126.17,4073.56,Payabon,6295 Pierstorff Circle,18390,853853,853,2,853
854,+854,+854,120517.975,1284775516,7911564522,5/19/2024,7/19/2024,5281.6,4205.73,312.63,Vân Đình,112 Oxford Park,14247,854854,854,3,854
855,+855,+855,266620.123,899912597,3709988087,10/31/2024,8/20/2024,7362.91,699.41,4335.51,Labuan,3 Glendale Point,5744,855855,855,3,855
856,+856,+856,786192.062,4687239610,2224001389,4/18/2024,9/6/2024,2689.75,4706.61,9074.06,Maykopskoye,65 Carey Center,5594,856856,856,2,856
857,+857,+857,741767.078,7895831442,9604095618,11/18/2024,5/8/2024,9034.57,6026.69,5191.71,Juancheng,56 Dixon Terrace,30829,857857,857,1,857
858,+858,+858,324050.629,8701980617,70615198,12/18/2024,10/12/2024,6176.58,5882.99,6299.5,Nyapar,9767 Golf Course Lane,27084,858858,858,3,858
859,+859,+859,502396.055,3161056549,2059776738,5/13/2024,2/21/2024,7574.17,8749.5,7878.24,Mombok,75 2nd Road,24144,859859,859,1,859
