id,power_module_name,battery_module_name,battery_module_energy,battery_usable_energy,max_output_power,peak_output_power,nominal_voltage,operating_voltage_range,communication,power_module_weight,battery_module_weight,operating_temperature,max_operating_altitude,noise_emission,cell_technology,created_at,updated_at,height,width,length,power_module_height,power_module_width,power_module_length,battery_id
97,Otho,Siviour,3683172467518.31,4753631031608.99,9689937346778.99,4762716075417.01,15324,301,+97,117483.43,865230.49,222258.11,396492,143.64,nulla nisl nunc,2024-06-12T04:47:10Z,2024-11-30T18:34:56Z,7686.15,4508.63,3509.65,7780.86,7564.33,9992.6,97
98,Osmund,Palombi,538640950586.28,6152469725780.63,3498821666652.16,6747802007465.9,13731,106,+98,370371.99,817421.39,90851.2,610639,632.14,vulputate vitae,2025-01-06T18:12:23Z,2024-10-01T08:37:39Z,4975.5,7857.37,7783.77,9125.51,1394.32,454.11,98
99,Hastings,Langley,5173042553353.38,3527143132681.72,9703836032748.09,5150979760824.5,11049,378,+99,948342.37,826622.06,598711.87,633734,363.47,eleifend,2024-09-22T16:23:47Z,2024-10-01T03:47:18Z,6817.74,196.23,3350.27,4171.51,8984.54,7395.06,99
100,Stace,Whorlow,8570832337673.45,2971333859487.28,8501746565144.99,582153057671.52,8922,662,+100,243958.84,309578.47,866309.22,201781,555.19,ultrices enim lorem,2024-08-18T18:43:27Z,2025-02-06T05:33:04Z,946.54,1323.83,1400.35,1126.74,7628.13,7714.82,100
101,Margarete,Eleshenar,1717927734212.35,650059441738.09,8550281074943.61,7205552781303.28,17080,354,+101,316929.93,956830.11,459716.81,60156,231.22,ipsum,2024-12-16T09:28:00Z,2024-11-01T11:33:41Z,7551.26,6239.92,184.8,9974.11,9429.92,4455.56,101
102,Bessie,Pyson,7676627139095.55,2125460012045.77,1444624646065.95,7093898758927.23,11769,431,+102,618986.93,24480.68,451265.02,821392,796.54,sem,2024-07-01T12:26:36Z,2024-08-28T23:06:53Z,2794.61,135.89,7556.7,5802.11,1772.32,8104.58,102
103,Ethelyn,Tandy,9736707074099.13,9106885487587.74,7720854975557.33,7796474723197.93,9450,996,+103,276413.19,4408.52,8717.33,203064,190.99,ut massa,2024-10-10T01:06:13Z,2024-03-30T17:28:28Z,2401.58,6276.02,5984.93,7452.22,3722.69,4931.36,103
104,Rosana,Borsay,6174720441061.47,7593907400477.12,4557916144731.85,7708275481746.41,11287,669,+104,819547.64,165012.32,549064.16,899438,550.86,purus sit amet,2024-05-19T09:02:29Z,2024-03-01T10:18:51Z,1318.23,4065.59,7301.09,4826.61,3381.31,7168.59,104
105,Cassandra,Hebblewaite,2567942849878.73,9207505051583.55,8002567277824.48,4898204802798.8,628,751,+105,68187.3,515269.6,992679.55,83541,961.98,orci luctus et,2024-04-04T02:46:55Z,2024-10-09T07:02:50Z,933.48,8594.4,8402.99,9204.54,3593.99,6730.76,105
106,Carlita,Marlin,9407669902938.2,4102842274408.9,4067740379166.13,3972581248880.82,19608,749,+106,347449.76,361702.17,764365.52,651777,300.96,quisque ut,2024-10-31T17:34:34Z,2024-04-01T09:16:31Z,5470.66,2162.98,1059.28,3380.29,9836.01,353.24,106
107,Felicle,Hubeaux,7863006732814.56,2481830969686.12,443740042282.29,5181770935874.22,18602,613,+107,653549.55,206127.52,161002.69,495024,77.32,est,2024-06-15T01:39:14Z,2024-03-26T11:40:38Z,2579.77,9927.98,1003.48,1297.3,6875.19,9703.3,107
108,Florette,Covendon,4792806871917.77,2406050136433.13,1278698299981.33,7037579156973.41,4626,24,+108,395225.79,33751.39,341356.59,97246,640.45,tortor quis turpis,2024-06-06T05:29:15Z,2024-12-18T18:43:08Z,1318.23,1462.46,1222.01,5002.51,6278.32,6806.03,108
109,Leontyne,Spellworth,4836118321294.98,994473381535.59,1213525912688.83,5038261475677.97,2862,222,+109,120585.27,534974.45,336486.42,620264,553.32,consequat nulla,2024-06-15T12:22:46Z,2024-06-03T08:37:04Z,5326.46,821.27,9546.86,8163.56,927.34,8545.87,109
110,Shelby,Napoleon,5584234918972.15,7755178626893.05,7333632292875.75,22115975507.63,5259,626,+110,717334.34,707681.2,819586.43,454275,210.22,metus,2024-06-17T11:54:02Z,2024-05-24T06:46:11Z,3118.18,7882.64,5532.22,1064.96,1726.13,9686.72,110
111,Glynis,Crysell,6801434503457.0,8396437547764.17,2416348688969.33,556121967712.76,17735,411,+111,649094.56,8871.65,43369.94,533696,517.0,turpis,2024-08-10T01:24:29Z,2024-04-08T23:12:52Z,6413.99,6489.17,2044.81,3708.23,4562.96,3961.54,111
112,Arly,Froom,4425508882060.41,8461851026490.17,6339306931954.3,1771007842087.03,4702,556,+112,369018.72,690619.25,414507.81,559714,582.42,pellentesque ultrices phasellus,2024-02-13T02:15:46Z,2025-01-22T08:38:42Z,3755.93,6624.43,1098.12,2848.82,4324.79,6999.72,112
113,Olenka,Castelin,3590027161807.34,4518690948595.22,4753503989895.17,4958259293682.55,10978,995,+113,710668.42,373159.53,417818.17,641938,671.53,pellentesque viverra pede,2024-08-13T07:23:17Z,2024-07-27T18:26:50Z,6480.98,4196.06,6468.22,4261.0,4101.04,2911.86,113
114,Cullin,Rapi,1211687169571.39,9479759084487.79,2070068893188.85,6915675409154.21,11300,31,+114,357708.75,802770.49,741952.95,180598,435.34,pulvinar,2024-09-26T00:22:00Z,2025-02-06T02:02:56Z,2805.04,602.13,1557.62,9280.17,1137.99,527.2,114
115,Caressa,Thunderchief,5713278997623.58,3266905435157.32,5764141048255.23,5161155544075.96,13083,648,+115,497967.24,456423.83,180951.4,619405,452.98,eget vulputate ut,2024-03-28T22:42:01Z,2024-06-30T19:37:56Z,8115.0,5606.48,5998.45,740.96,7427.03,8152.02,115
116,Jessamyn,Dumbrall,9488260095248.79,5078859417037.37,8984680713027.27,8175027236026.46,19258,323,+116,621227.77,486211.45,614922.99,10320,349.97,adipiscing elit proin,2024-06-19T04:06:28Z,2024-09-05T17:31:29Z,40.91,5407.41,4082.52,7651.9,2201.74,5460.08,116
117,Marian,Goodhew,9297818401550.52,8446989104920.3,6057882079399.12,5958982868522.0,19725,337,+117,167459.34,54841.09,891840.43,467151,230.57,penatibus,2024-10-11T01:38:18Z,2025-02-03T10:27:03Z,1912.99,8542.62,2995.41,1829.56,5225.94,330.47,117
118,Jarred,Southcomb,8786375768389.09,499778087352.73,1407283708810.98,8027776841422.28,8518,451,+118,480266.23,311976.88,96028.05,268191,117.27,vestibulum,2024-05-29T06:15:19Z,2024-05-11T03:52:15Z,259.87,790.76,5185.47,8942.03,1076.04,9313.79,118
119,Gwenore,Quarless,2779244504724.47,1193662148418.34,2642483575272.46,2010344668544.63,4863,627,+119,427435.7,895515.58,619892.74,399693,297.39,dis parturient montes,2024-09-17T07:15:59Z,2024-12-25T19:03:55Z,9652.36,5383.23,674.76,5760.44,2281.57,8900.33,119
120,Kimmi,Bartolomieu,3391952885267.13,4663650858782.57,688993525011.33,9868977692995.42,8608,706,+120,991234.61,922286.05,633975.53,468381,840.64,erat quisque,2024-04-01T06:57:53Z,2024-05-25T15:58:18Z,3395.73,9145.33,8400.59,7971.87,8755.87,7040.14,120
121,Alexina,Chesters,9548959071063.56,1583549211802.83,5559923087034.46,2195172257895.27,10282,703,+121,848244.14,774851.84,186010.87,108488,345.52,maecenas,2024-06-01T15:24:05Z,2024-11-18T10:02:47Z,6400.91,3305.03,3198.71,1343.03,2287.3,4193.47,121
122,Rowney,Cramb,2267038681216.06,5086624074296.16,660307702799.3,1456047317531.02,19030,710,+122,108063.56,263884.3,828185.24,812317,514.65,dolor,2024-02-21T06:23:32Z,2024-07-20T15:09:53Z,3604.15,4188.0,367.36,3289.76,4036.48,7104.08,122
123,Haroun,Brosio,1916237225569.01,8721591971374.28,1441064515814.13,5002373107128.44,18139,301,+123,161713.53,192164.41,758453.21,950383,10.32,sapien non,2024-11-04T03:37:08Z,2024-06-27T15:42:34Z,9187.06,5618.35,7097.9,4713.68,7668.8,4692.65,123
124,Pepi,Quipp,7101759944038.85,9422036154955.46,3816654831426.73,1621965995457.85,20908,292,+124,450701.52,678307.37,831264.81,788391,57.23,non pretium,2024-09-13T03:48:21Z,2024-03-31T16:06:34Z,1282.26,1626.91,5824.14,3738.75,4552.63,9414.03,124
125,Bendix,Trevor,6143572804414.26,8212572478230.45,8619444377423.71,9991873272402.75,5053,823,+125,238526.12,126871.65,339558.68,182265,4.99,eget eros,2024-03-19T23:37:52Z,2024-04-27T10:42:20Z,4192.6,4005.2,379.17,4839.57,7563.46,1418.81,125
126,Currey,Kimpton,732929733690.66,5169060111144.18,8908315721484.25,6289341592498.19,2799,957,+126,776095.31,278768.36,362836.5,791274,499.21,sagittis dui vel,2024-02-21T05:43:41Z,2024-03-05T10:17:46Z,4756.47,4319.95,7752.94,8959.39,9736.87,7998.34,126
127,Jany,Pinder,3527483796949.82,8922156060759.6,3727441130832.44,4516780012415.83,10668,635,+127,672126.59,212893.19,409735.08,57973,552.81,tellus in,2024-05-06T17:03:06Z,2024-06-26T13:22:00Z,7205.68,8103.01,4428.07,3524.38,9032.39,7475.84,127
128,Cal,Moreman,5612628927919.85,1685395721033.88,7017611894470.29,4755975601336.31,8915,244,+128,348702.59,273311.56,623968.84,552733,867.27,integer,2024-09-02T11:39:40Z,2024-08-17T03:05:10Z,6314.67,2454.57,1183.9,395.2,2724.3,9265.77,128
129,Elfie,Brahams,2849793823063.09,9605700461934.88,9266365310379.9,9395995375759.61,17332,880,+129,967866.56,672122.21,208479.82,169136,305.97,mus etiam,2024-11-18T18:59:15Z,2024-10-04T10:38:01Z,6556.69,4450.16,6145.43,4971.37,2385.81,686.3,129
130,Avictor,Hanratty,3141929381259.28,6471976981339.86,2656490553514.3,4755954189385.91,5053,114,+130,95447.4,959600.08,528237.27,755899,962.17,morbi,2025-01-10T05:48:37Z,2024-08-08T10:01:28Z,8619.72,8506.7,6003.65,1868.5,2873.56,430.23,130
131,Von,Lamp,2207860389318.32,8472621796656.36,6186318022011.49,1412978057719.18,1487,759,+131,295207.02,589407.42,646557.52,18605,974.92,sit amet erat,2024-04-29T00:14:39Z,2024-12-20T13:37:14Z,764.23,6244.78,7216.6,2822.67,8431.73,2971.18,131
132,Bradney,Godain,6780036299932.97,7878325309874.82,8622189325282.62,5520276183405.04,10434,950,+132,422186.56,957998.64,169671.2,771544,121.47,sagittis nam,2024-08-04T01:52:43Z,2024-07-01T09:13:00Z,7421.58,5287.14,6245.34,1424.4,9666.71,764.91,132
133,Mickey,Haynes,3239015212768.89,4441161826942.76,3577219070057.14,7801467401294.32,20132,448,+133,943855.65,1820.49,274825.17,896344,300.06,turpis donec,2024-11-21T14:27:56Z,2025-01-19T14:41:42Z,8038.61,9490.37,8229.43,4428.84,6480.13,2114.23,133
134,Spenser,Stickells,4583735397543.83,425118113681.94,3836035773630.72,9466251155074.3,5141,2,+134,190821.5,205000.79,276930.88,822062,423.99,erat quisque,2024-12-08T12:30:38Z,2024-06-28T10:27:41Z,7975.97,6842.82,7130.52,7736.41,5394.97,1617.18,134
135,Waite,Maides,3478803458297.16,2985929559300.64,2699332159418.12,1068413948142.57,6823,618,+135,241581.57,561106.01,664758.31,283340,74.77,aliquet pulvinar,2024-08-15T03:18:57Z,2024-12-18T12:13:05Z,8300.72,1792.46,4738.4,119.21,780.71,4738.5,135
136,Bryant,McKerlie,9362641647117.76,6914054934697.13,425824735211.34,8576433728217.31,3842,314,+136,843975.61,42151.34,396212.57,424551,961.1,condimentum id,2024-11-06T09:57:53Z,2024-07-12T23:33:12Z,4837.68,7761.49,8652.62,171.07,5774.31,1.52,136
137,Laure,Trinbey,3887735749040.62,289995275256.87,5248615631176.63,1628781993775.47,5146,877,+137,782992.8,189807.12,311716.81,570879,257.92,et magnis,2024-03-28T11:41:23Z,2024-08-07T14:10:07Z,3024.8,7588.53,3922.35,3208.51,2416.86,6893.4,137
138,Caspar,Renny,9558587737578.85,7671911619578.57,8052563701368.28,5689513567732.21,6840,102,+138,509130.34,741529.57,938616.55,730633,731.15,eleifend luctus,2024-11-09T00:53:28Z,2024-08-13T01:04:43Z,547.22,8253.3,7566.51,5600.72,4469.62,508.05,138
139,Staffard,Geraudy,7451499252167.83,5727633372578.78,6266353726595.53,629922965697.06,12333,187,+139,374127.69,203900.33,435009.35,197202,216.78,felis,2024-07-26T07:11:48Z,2024-09-13T07:21:15Z,2489.26,6361.57,8655.69,2283.52,1154.56,3229.14,139
140,Stace,Freire,1587863455753.59,5343849342863.47,136385731704.16,3682772466586.63,7009,944,+140,497779.24,494054.69,935030.17,961762,403.28,nulla nunc purus,2024-12-06T11:04:37Z,2024-11-20T16:17:56Z,6706.37,6524.94,4019.78,919.23,7492.84,5408.32,140
141,Chandler,Maplethorp,7317677275339.36,4050154259168.04,2237701927298.37,9963776244090.89,262,207,+141,214412.44,270529.03,557085.96,575851,398.14,quam turpis adipiscing,2024-02-25T04:24:45Z,2024-12-28T04:11:55Z,445.69,9258.22,4834.96,8972.18,1824.99,289.01,141
142,Esmeralda,Struthers,6013054409441.82,1783230528261.17,6196574676221.1,5114245522712.73,21195,595,+142,22624.73,934508.31,69670.07,125491,340.78,risus,2024-03-16T20:58:38Z,2024-11-28T23:32:02Z,131.84,9945.69,293.24,5508.0,7050.47,5031.13,142
143,Bernhard,Branton,6859755869784.23,6862441242483.34,3201849775369.86,5423817176247.2,19969,920,+143,348019.88,349197.4,883686.0,413722,782.51,ultrices erat tortor,2024-10-08T15:40:16Z,2024-04-21T10:11:06Z,2782.94,4146.4,4048.93,1980.44,2501.08,5145.54,143
144,Brunhilda,Colenutt,4818710898824.08,9275831832955.49,3078553657567.27,5217165452940.49,19081,619,+144,784116.51,297034.79,636111.68,563730,120.25,congue,2024-10-01T13:35:27Z,2024-06-05T00:21:05Z,3003.08,3141.79,7166.56,5952.89,2971.22,703.44,144
145,Humphrey,Uttermare,2589244332706.88,4401334274681.12,1044450630543.76,4174528268664.15,8051,910,+145,709844.25,427341.1,990069.64,186903,494.86,mauris,2024-04-18T19:41:26Z,2024-04-28T12:54:16Z,3887.24,5602.82,9473.2,2589.6,6424.37,902.16,145
146,Derrek,Aysh,1812272167265.76,4447196562608.67,332538587640.66,1440213967766.38,14070,949,+146,625237.98,767836.7,455559.21,177477,566.31,rutrum nulla,2024-04-21T11:04:20Z,2025-01-18T18:43:32Z,4156.44,147.21,2841.3,1570.41,5626.47,4256.87,146
147,Brok,Bursnell,6915203002758.85,176369461045.28,4608468886334.97,4258991903719.35,13933,173,+147,159408.62,287232.54,975405.52,787229,380.41,quisque erat,2024-06-11T02:03:31Z,2024-10-24T17:06:52Z,9066.32,9487.42,6283.62,7616.88,3016.53,6370.48,147
148,Daniele,Keoghane,225799058546.68,4121821705240.77,1786922109022.18,49409518017.14,12917,642,+148,550020.26,294900.07,295543.07,456301,300.95,urna pretium nisl,2024-11-30T05:04:19Z,2024-03-09T23:06:20Z,6887.46,5702.38,3722.86,9493.23,9215.6,2296.45,148
149,Flin,Bufton,9579189750401.16,2700854247134.49,6622434000312.42,774705029976.53,3685,181,+149,151984.31,514548.62,592098.56,109370,461.65,sit,2024-10-13T12:05:02Z,2025-02-01T11:35:28Z,498.95,5874.07,4596.23,4271.86,7245.19,2123.91,149
150,Laurena,Yate,2057275716418.45,1030426285637.17,2379643430492.38,1879340051930.95,15408,940,+150,828899.9,635420.93,904369.89,837406,689.64,mattis nibh ligula,2025-01-02T05:30:52Z,2024-08-26T09:45:00Z,7541.67,5128.61,5186.35,2893.78,6273.66,6934.2,150
151,Simone,Gilbee,712839645640.58,2841330123215.43,3874956716382.21,2492421065188.5,12177,177,+151,969070.42,40469.49,412727.19,335903,198.87,velit vivamus vel,2024-11-23T11:46:23Z,2024-11-11T10:20:18Z,8624.11,9336.01,671.03,986.13,85.16,5450.76,151
152,Ryun,Cotherill,1202107676053.02,405085397999.53,5776384576670.52,4710301825377.82,5447,740,+152,262221.59,565628.75,670231.55,461972,435.67,natoque penatibus,2024-08-25T16:40:18Z,2024-09-13T13:07:57Z,2816.03,579.0,1878.8,9174.66,8322.36,7569.0,152
153,Mile,Mosey,8437752228027.62,8082033648294.18,3985666142451.82,3698330597146.36,14195,551,+153,431003.23,672122.84,572105.5,968324,190.62,ut,2024-06-15T23:56:14Z,2025-01-07T21:29:27Z,9647.44,4538.83,2923.88,7675.35,5450.25,7571.09,153
154,Lydon,Munkton,5061893346070.3,3060258494242.4,8760099006575.78,614114570419.22,1429,146,+154,536383.49,405852.23,798977.5,742497,121.05,tempor,2024-08-24T01:36:31Z,2024-04-01T06:43:33Z,1721.63,7439.48,35.67,8631.73,879.82,5313.22,154
155,Breena,Brandi,3557351808863.1,6053646142647.03,5361000570230.7,8332538651169.63,19693,330,+155,91325.49,160240.78,570687.95,852563,471.9,ligula,2024-11-17T23:15:12Z,2025-01-24T03:08:43Z,7831.96,7344.82,9994.62,3677.91,2995.92,6337.88,155
156,Melosa,Bodemeaid,9014242135382.0,3415199632821.91,4647682001573.02,1231492023519.42,580,214,+156,929497.08,575791.09,735835.85,409322,146.91,eleifend quam,2024-12-26T09:29:59Z,2024-10-20T13:51:11Z,7792.52,9237.73,2914.71,8332.2,3830.82,2224.64,156
157,Clayborne,Charnley,931089280370.34,9566296450805.19,1929617166896.77,2275369435871.7,7040,55,+157,131315.9,286469.09,802351.47,292598,548.27,vulputate luctus cum,2024-03-07T18:37:08Z,2024-04-08T20:24:57Z,2785.11,3962.07,739.76,9453.88,8549.31,6195.22,157
158,Barris,Ferrario,103768250081.61,2060694113668.88,8002667019807.0,1414530563227.0,19146,470,+158,771195.15,454409.41,488256.72,221102,216.59,sagittis,2024-03-01T17:03:19Z,2024-07-05T06:19:57Z,252.02,7635.38,8222.85,3373.46,1423.3,4159.17,158
159,Desiri,Bonnier,9744324131672.91,7061801276763.34,1106246381332.95,2574570791062.93,2581,102,+159,884930.55,839174.27,809260.7,513379,135.71,nonummy integer,2025-02-01T22:45:21Z,2024-10-27T01:44:30Z,8261.78,3928.47,1134.95,4173.99,5087.05,2471.67,159
160,Solly,Stockow,257203315592.61,5975440290842.01,2895914565095.19,292520488531.27,11668,718,+160,656388.83,884389.27,976204.5,29892,545.91,sed,2024-11-13T01:59:14Z,2024-07-06T19:05:54Z,9581.82,7572.28,5208.33,8022.04,9353.3,8512.22,160
161,Tamra,Piel,4445499860061.46,2825382333386.65,5053154608667.77,3043009430195.39,1972,704,+161,446973.8,584336.57,114.84,300358,833.62,consequat metus sapien,2024-03-17T00:23:17Z,2024-07-23T19:01:03Z,5152.97,7941.14,1778.23,2398.14,1975.02,3301.69,161
162,Nertie,Stearn,1207870248758.2,7919217583250.0,5860738607425.54,9129774860637.49,7900,47,+162,687627.08,182799.35,161958.86,851980,4.55,pellentesque,2024-11-10T16:40:48Z,2025-02-04T12:15:40Z,9050.73,5044.09,4646.13,8710.48,6606.52,5874.15,162
163,Noell,Pearne,9517080101304.03,3569840440585.87,5999393805838.87,1185333855286.32,4112,508,+163,226348.11,64434.81,644527.36,98374,585.7,habitasse platea dictumst,2024-10-06T05:46:00Z,2024-11-03T16:34:09Z,9786.58,3516.29,701.6,1929.68,3223.65,7545.53,163
164,Lefty,Mangham,4938885503078.05,551683577984.72,9073888871746.59,7043091261863.32,19327,914,+164,148920.36,219021.01,516294.84,122672,654.85,consequat varius,2024-06-06T03:17:44Z,2024-09-27T21:09:14Z,9823.72,3586.9,7128.57,177.9,8295.75,3751.21,164
165,Orelee,Wile,5818172731778.75,4701070767489.19,6413956923564.27,327672038865.14,4371,359,+165,184954.99,277872.37,75046.28,231434,878.95,justo sollicitudin ut,2025-01-12T07:26:15Z,2024-11-13T09:28:34Z,1717.02,4813.05,6168.64,552.08,5444.57,3923.34,165
166,Anneliese,Lettice,7612293204774.11,7793697292068.77,4986401720375.75,3010483090288.55,269,652,+166,237321.29,470477.13,391637.11,75067,49.6,mi in,2024-09-09T04:51:10Z,2024-11-23T03:07:33Z,6848.11,3713.21,3311.12,3001.48,7043.63,4219.33,166
167,Concordia,Fautley,9001854389309.22,1462859271737.31,9590670546845.77,7520724344864.57,14964,366,+167,515221.22,369968.57,277262.34,113378,887.16,leo,2024-11-20T19:59:27Z,2024-11-04T22:15:27Z,8900.24,8622.99,6303.12,819.14,6294.91,4120.63,167
168,Ellyn,Standage,5243982281714.02,5784577296929.24,6213771488953.52,6559854238621.21,17331,981,+168,601109.37,163612.12,643304.02,55848,135.44,nam,2024-10-19T07:24:15Z,2024-12-06T22:07:23Z,451.01,7329.47,4003.33,5093.38,2918.83,7900.14,168
169,Camile,Seals,669325461102.06,9410098729822.44,2483352001271.29,1445664498669.7,14616,236,+169,564.36,234198.2,12544.42,344839,313.54,platea dictumst,2024-08-24T10:45:56Z,2024-05-24T06:07:29Z,5999.21,3519.03,1566.05,9654.23,7280.05,3385.75,169
170,Zora,Fearby,4353661138904.49,5579143055396.05,3178367122130.42,8617587006305.86,589,496,+170,24194.68,327231.16,774995.26,105446,478.21,dapibus dolor,2024-07-29T14:10:48Z,2025-02-04T00:21:05Z,4051.48,7878.09,7389.78,4192.73,2219.48,7820.39,170
171,Ivar,Castagnaro,3240053950572.71,565462788529.92,7041342157881.68,1941167086593.94,20948,151,+171,766352.69,272138.95,333289.76,73057,919.95,justo,2024-04-08T12:48:39Z,2024-09-24T00:52:32Z,2690.3,4300.01,8057.11,1049.2,2692.69,3780.48,171
172,Danita,Maccrea,2285785206659.99,7360887805234.64,5619100972038.38,8389038499190.78,1046,943,+172,842484.97,520623.94,626536.13,421908,388.78,volutpat,2024-11-28T15:18:15Z,2024-07-12T15:10:01Z,8692.35,9469.36,6872.45,1547.78,8907.75,3301.07,172
173,Johnette,Edsell,6669986709193.18,30052210711.21,4625331386147.72,1214157940188.27,681,346,+173,837223.39,263294.71,660825.53,995046,763.36,eu nibh,2024-11-06T05:09:12Z,2024-03-23T18:55:05Z,3987.19,3784.27,5521.0,3875.64,3529.49,6711.35,173
174,Hortensia,Juszkiewicz,2849889627918.74,2139212473606.61,3065788572207.07,3283716720045.96,6071,765,+174,250477.39,121703.77,305994.67,541149,306.44,nunc rhoncus dui,2024-09-13T11:34:53Z,2024-10-16T23:32:59Z,3334.94,6081.89,1313.49,9402.94,2246.89,2765.08,174
175,Terrie,Czaple,8824723375645.46,9818060234708.62,4862168545829.37,7323142105148.4,18033,644,+175,659244.87,64322.29,457417.35,3477,427.91,proin eu,2024-03-15T03:34:20Z,2024-12-26T15:18:43Z,2110.76,5268.67,2175.57,2621.55,6781.15,7588.29,175
176,Ian,Whaley,7546502295846.64,3645232973641.7,5181672318916.76,372087334181.46,3814,621,+176,724749.84,549501.68,188417.75,867742,869.24,sapien,2025-01-13T12:19:03Z,2024-06-18T02:19:37Z,480.05,2260.68,1361.77,6257.51,7308.79,8438.64,176
177,Tomasine,Bedingfield,7299795271088.62,3977528786059.36,9346950334792.84,4242214728462.37,18988,348,+177,380286.61,292598.29,368110.84,406434,979.24,luctus,2025-01-05T06:26:52Z,2024-12-06T10:29:47Z,6914.16,8026.93,5235.29,3446.16,4416.27,2035.85,177
178,Seana,Blanckley,8143857027825.24,4663324901415.0,1900993777807.14,775516258064.88,8376,356,+178,748150.75,739310.86,196346.54,379496,866.93,mattis egestas,2024-04-09T14:19:20Z,2024-05-27T14:24:13Z,504.27,7099.6,9416.43,167.93,9632.96,9378.49,178
179,Peter,Battin,4007707052906.33,472267873682.2,8276432549729.67,5833215058848.81,8947,751,+179,389801.04,242400.5,625275.92,729733,88.6,vitae,2024-11-28T00:24:28Z,2024-09-20T08:14:09Z,3440.02,7183.45,5983.53,8673.06,2121.47,1903.23,179
180,Vivi,Passe,6729239611556.61,8997710047995.39,4771510048118.1,5662196584911.05,4181,113,+180,725736.45,497810.65,653755.97,139109,311.85,in faucibus,2024-02-25T03:50:49Z,2024-06-14T19:56:23Z,368.3,3839.58,6175.52,7711.78,4035.67,8030.91,180
181,Deana,McQuirk,185847573325.46,6014039478683.83,7454006171817.88,1340798463200.99,8368,785,+181,288002.86,575244.16,848151.44,724314,780.62,nulla ultrices,2024-09-01T20:27:11Z,2024-07-07T09:58:30Z,6694.06,1654.12,842.08,7871.48,2336.02,1596.66,181
